"BAN_1","BAN","CAPITAL","city","agree","attendevent","EX14","IM14","EX15","IM15","設立日期","行業代號","名稱","行業代號_1","名稱_1","行業代號_2","名稱_2","行業代號_3","名稱_3"
22240763,"EF3560330F",3.3e+07,2,FALSE,1,26,0,34,0,751105,251199,"其他金屬手工具製造",291299,"其他金屬切削工具機製造",291211,"金屬用車床、銑床、鑽床製造",NA,NA
22243699,"F05A001CBF",5e+06,1,FALSE,2,1,0,1,0,760127,251113,"鎖具及鑰匙製造",NA,NA,NA,NA,NA,NA
22244141,"AF4F0DC317",934779000,2,FALSE,6,3,37,1,35,750823,273099,"其他視聽電子產品製造",271999,"未分類其他電腦週邊設備製造",269999,"其他未分類電子零組件製造","464111","電腦及電腦週邊設備批發"
22244352,"1F3DF5CC98",2.5e+07,1,FALSE,13,16,1,21,1,751208,321999,"未分類其他非金屬家具製造",456211,"國產家具（辦公室家具除外）批發",NA,NA,NA,NA
22245774,"F3C7BD84FC",1.68e+08,2,FALSE,4,55,1,201,5,750827,464999,"未分類其他機械器具批發",464999,"未分類其他機械器具批發",461599,"其他金屬建材批發",NA,NA
22248651,"B04D4BFB53",2072907210,2,FALSE,15,90,35,33,29,750909,483111,"電腦及電腦週邊設備零售",NA,NA,NA,NA,NA,NA
22250375,"AA422B096B",6.1e+08,2,FALSE,4,1892,232,1554,410,750730,462299,"其他化學製品批發",464312,"化工機械批發",NA,NA,NA,NA
22253788,"974DE82F0A",1e+07,2,FALSE,5,1,1,0,2,750926,199099,"未分類其他化學製品製造",NA,NA,NA,NA,NA,NA
22261942,"777B82E946",1.2e+09,2,FALSE,6,375,71,276,81,870324,311013,"船舶建造（玻璃纖維）",772912,"船舶出租",220112,"塑膠板、管材等製造","581211","雜誌（期刊）出版"
22264722,"D50DDF48B4",530971310,2,FALSE,27,105,57,88,52,761221,284215,"手電筒製造",285400,"家用電扇製造",285999,"未分類其他家用電器製造","269999","其他未分類電子零組件製造"
22265757,"442AC335BE",301800000,2,FALSE,4,38,17,20,16,880810,281011,"電力變壓器製造",NA,NA,NA,NA,NA,NA
22266307,"3F2893C04F",0,1,FALSE,6,604,167,545,201,760722,112112,"棉混紡梭織布製造",455112,"人造纖維織品批發",114099,"其他印染整理","452000","綜合商品批發"
22267777,"A3CD0039A7",857670000,3,FALSE,1,82,0,80,0,760201,114011,"梭織布印染整理",112211,"聚酯纖維梭織布製造",NA,NA,NA,NA
22269487,"B1C3ABBAA1",0,1,FALSE,139,2951,249,2902,256,751001,465311,"汽車零件、汽車百貨批發",303099,"其他汽車零件製造",NA,NA,NA,NA
22272103,"393281C5A4",1.2e+07,2,FALSE,7,23,2,28,0,750925,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22273519,"1E3C5B456C",130505000,2,FALSE,2,0,0,0,0,751016,261212,"電晶體製造",NA,NA,NA,NA,NA,NA
22273644,"8DDC7B85D9",1e+08,2,FALSE,3,16,1,20,1,761106,241212,"鑄鐵件鑄造",NA,NA,NA,NA,NA,NA
22274989,"C14C215F68",952970720,2,FALSE,16,475,23,454,24,760216,322000,"金屬家具製造",292800,"電子及半導體生產用機械設備製造",NA,NA,NA,NA
22276380,"6E0D6E3DA4",5000500,1,FALSE,7,1,0,0,0,760101,210900,"其他橡膠製品製造",NA,NA,NA,NA,NA,NA
22278129,"6233C3D4CF",1.3e+08,2,FALSE,7,7,11,9,12,750910,464918,"實驗設備批發",NA,NA,NA,NA,NA,NA
22282192,"DFE4EE19FC",3.6e+08,1,FALSE,6,126,6,112,1,750108,220111,"塑膠皮、塑膠布製造",220999,"未分類其他塑膠製品製造",NA,NA,NA,NA
22282708,"29CBF3E136",2.8e+07,2,FALSE,0,1,0,2,0,751016,461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA,NA,NA,NA,NA
22283707,"074E5F5B83",8e+07,1,FALSE,19,153,30,163,28,760116,465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA,NA,NA
22283734,"40A0D6081D",25100000,2,FALSE,5,0,0,0,0,841114,234099,"其他石材製品製造",462211,"染料、顏料批發",723000,"綜合研究發展服務","485217","手工藝品零售"
22284683,"61EF9EF720",2e+07,2,FALSE,2,0,0,0,0,751107,261199,"其他積體電路製造",293999,"未分類其他通用機械設備製造",303099,"其他汽車零件製造","312100","機車製造"
22290329,"F370CEEE51",1.37e+08,1,FALSE,12,4,26,4,18,841002,303099,"其他汽車零件製造",484311,"汽車零件、汽車百貨零售",259999,"其他未分類金屬製品製造","465311","汽車零件、汽車百貨批發"
22301058,"0111AE449B",5e+06,2,FALSE,6,11,1,9,1,760708,292500,"木工機械設備製造",220999,"未分類其他塑膠製品製造",NA,NA,NA,NA
22301178,"FB5B705308",668800000,2,FALSE,8,249,24,184,15,751218,464999,"未分類其他機械器具批發",NA,NA,NA,NA,NA,NA
22301825,"6752CF5D7A",933780000,2,FALSE,4,317,31,277,30,760201,277999,"未分類其他光學儀器及設備製造",464917,"商業用光學儀器批發",277911,"光學元件製造",NA,NA
22304288,"B5986ED1F8",1797286020,2,FALSE,5,161,60,182,48,770425,283100,"電線及電纜製造",NA,NA,NA,NA,NA,NA
22306125,"1.92E+15",314781500,2,TRUE,38,0,0,0,0,751129,464211,"電子器材、電子設備批發",464314,"原動機批發",456199,"其他家庭電器批發","454111","蔬菜批發"
22306130,"B424E06EB1",858841630,2,FALSE,4,145,24,114,25,780330,269999,"其他未分類電子零組件製造",249999,"其他未分類基本金屬製造",NA,NA,NA,NA
22307911,"77CCA533B2",9e+07,1,FALSE,12,15,5,13,3,760228,251199,"其他金屬手工具製造",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",NA,NA,NA,NA
22308334,"41896C1A18",4e+07,1,FALSE,1,100,12,111,13,781226,292412,"成衣機械設備製造",465311,"汽車零件、汽車百貨批發",319014,"航空器及其零件製造",NA,NA
22308453,"3A2F4D7839",3.75e+08,2,FALSE,3,154,64,135,44,750311,269999,"其他未分類電子零組件製造",292999,"其他未分類專用機械設備製造",271999,"未分類其他電腦週邊設備製造",NA,NA
22318298,"E100095A72",1.95e+08,1,FALSE,15,9,39,10,37,810423,303099,"其他汽車零件製造",465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA
22318348,"993E371CCA",0,1,FALSE,12,3899,473,2845,422,760414,241211,"鑄管鑄造",241213,"鑄鋼件鑄造",241311,"鋼板（捲）、鋼帶、鋼片製造","241212","鑄鐵件鑄造"
22318608,"457648249F",0,2,FALSE,9,0,662,0,555,760401,312100,"機車製造",312200,"機車零件製造",319099,"其他未分類運輸工具及其零件製造","312100","機車製造"
22318678,"15D44A4548",0,2,FALSE,3,272,6133,90,3919,850301,462213,"化學溶劑、工業添加劑批發",462299,"其他化學製品批發",353011,"熱能供應",NA,NA
22318868,"F3CFB8681D",603229800,1,FALSE,9,329,132,446,113,760227,313200,"自行車零件製造",241212,"鑄鐵件鑄造",242211,"鋁合金鑄造","242312","鋁或鋁合金粗製品製造"
22318874,"0B32C85B31",575900000,2,FALSE,10,254,664,190,557,770301,303011,"汽車電力系統製造",484311,"汽車零件、汽車百貨零售",NA,NA,NA,NA
22324051,"DA28D6CB3E",248594020,2,FALSE,2,10,5,10,6,751121,269911,"電子連接器（線）製造",272915,"區域網路及寬頻網路設備製造",303011,"汽車電力系統製造","451099","其他商品經紀"
22325002,"5C0E22BAB6",1071746000,2,FALSE,30,375,256,288,228,780927,269199,"其他印刷電路板組件製造",272915,"區域網路及寬頻網路設備製造",464211,"電子器材、電子設備批發","631100","入口網站經營"
22327466,"6DA000C628",1036445880,2,TRUE,16,1128,297,1310,245,751030,464111,"電腦及電腦週邊設備批發",269911,"電子連接器（線）製造",451099,"其他商品經紀",NA,NA
22335986,"51D048FD4C",1.8e+08,2,FALSE,0,26,19,19,22,751204,254411,"基本金屬表面處理",NA,NA,NA,NA,NA,NA
22340382,"C79F5BB80D",5e+06,3,FALSE,19,8,0,8,0,760201,451099,"其他商品經紀",484311,"汽車零件、汽車百貨零售",NA,NA,NA,NA
22343563,"BFFF4A340A",1.8e+08,3,FALSE,8,51,2,66,1,751220,451099,"其他商品經紀",NA,NA,NA,NA,NA,NA
22349481,"AAB18C6F7B",1e+07,2,FALSE,7,2,1,1,2,760106,303011,"汽車電力系統製造",464211,"電子器材、電子設備批發",NA,NA,NA,NA
22349877,"56D1FDB0C9",513956340,3,FALSE,6,636,36,706,47,760112,123900,"其他服飾品製造",455199,"其他布疋批發",NA,NA,NA,NA
22355336,"497D8359A1",2.5e+07,3,FALSE,1,6,0,7,0,760127,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
22357854,"661453C45B",7.5e+07,3,FALSE,2,52,26,49,20,760217,721000,"自然及工程科學研究發展服務",194099,"其他化粧品製造",NA,NA,NA,NA
22359831,"1DE86EA15F",5e+06,2,FALSE,6,1,0,1,0,760206,259999,"其他未分類金屬製品製造",293511,"電梯（升降機）、電扶梯製造",NA,NA,NA,NA
22360653,"FE79A307FB",1.2e+07,2,FALSE,6,50,5,40,1,760307,220911,"塑膠日用品製造",NA,NA,NA,NA,NA,NA
22363292,"B74D0EA864",277830000,3,FALSE,2,128,63,123,59,760306,462199,"其他化學原料批發",NA,NA,NA,NA,NA,NA
22363342,"CB4B3AA93C",8.3e+08,2,FALSE,0,16,1,16,1,760517,464211,"電子器材、電子設備批發",464211,"電子器材、電子設備批發",NA,NA,NA,NA
22363589,"B1509CAB9F",2e+07,3,FALSE,4,11,0,10,0,760226,451099,"其他商品經紀",484311,"汽車零件、汽車百貨零售",NA,NA,NA,NA
22365756,"E7BE2F1D10",6.7e+07,3,FALSE,4,10,48,16,61,760601,457112,"西藥批發",NA,NA,NA,NA,NA,NA
22367375,"001202B2CA",5e+07,2,FALSE,1,0,0,0,0,760228,254411,"基本金屬表面處理",254411,"基本金屬表面處理",292600,"化工機械設備製造","251299","其他金屬模具製造"
22377471,"841C701F6B",1e+07,1,FALSE,6,4,0,3,0,760427,210900,"其他橡膠製品製造",123300,"紡織帽製造",123200,"紡織手套製造",NA,NA
22384114,"57D2C52392",1.2e+08,2,FALSE,1,3,7,1,4,760124,452000,"綜合商品批發",451099,"其他商品經紀",241212,"鑄鐵件鑄造","293411","齒輪製造"
22385578,"B6F22F1F69",1.5e+08,2,TRUE,8,231,4,213,6,760508,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
22386268,"816FAB6A1C",28800000,2,FALSE,6,19,0,17,0,760714,251199,"其他金屬手工具製造",254411,"基本金屬表面處理",NA,NA,NA,NA
22386393,"0C7A28F47D",2.9e+07,1,FALSE,6,5,0,2,0,760313,231999,"未分類其他玻璃及其製品製造",220300,"工業用塑膠製品製造",303099,"其他汽車零件製造","312200","機車零件製造"
22393818,"6B1C261E5B",3e+08,2,FALSE,11,788,85,549,67,780628,291212,"金屬切削成型工具機械製造",293600,"事務機械設備製造",NA,NA,NA,NA
22396792,"95B34B496A",608668660,2,FALSE,19,62,15,76,8,760223,313200,"自行車零件製造",331199,"其他體育用品製造",271914,"隨身碟製造","161100","印刷"
22403301,"48AC650C19",1e+07,2,FALSE,5,1,0,2,0,760407,251199,"其他金屬手工具製造",252100,"金屬結構製造",NA,NA,NA,NA
22404266,"FE58AA9A67",1106775640,1,FALSE,3,61,9,33,4,760407,261111,"磊晶矽晶圓製造",NA,NA,NA,NA,NA,NA
22405997,"27EE5E857E",1e+07,2,FALSE,9,0,0,1,1,760511,293999,"未分類其他通用機械設備製造",464999,"未分類其他機械器具批發",251199,"其他金屬手工具製造","461515","建材五金（螺絲、螺帽、鉚釘等金屬製品）批發"
22406031,"4722862C8A",1.5e+07,2,FALSE,7,6,0,6,0,760310,291211,"金屬用車床、銑床、鑽床製造",303011,"汽車電力系統製造",312200,"機車零件製造","740999","未分類其他專門設計服務"
22406193,"038202D3DE",128880000,2,FALSE,5,67,0,56,0,760312,303011,"汽車電力系統製造",481014,"居家修繕用品零售",476211,"自行車及自行車零件零售","681112","不動產租賃"
22407518,"5FFBA8452C",154200000,1,FALSE,2,55,32,74,8,770808,220211,"塑膠保鮮膜製造",220911,"塑膠日用品製造",292700,"橡膠及塑膠加工用機械設備製造","251299","其他金屬模具製造"
22408869,"DEC8323732",1.2e+08,1,FALSE,4,15,59,13,69,760507,242312,"鋁或鋁合金粗製品製造",NA,NA,NA,NA,NA,NA
22412104,"20621033A3",2.8e+08,2,FALSE,28,341,17,281,28,760423,259100,"螺絲、螺帽及鉚釘製造",529099,"未分類其他運輸輔助",NA,NA,NA,NA
22413960,"92F5B0A0C8",1.2e+07,1,FALSE,5,2,0,1,0,770426,313200,"自行車零件製造",461514,"建材五金（銲條）批發",251199,"其他金屬手工具製造",NA,NA
22415854,"51369F0C0C",1063241490,2,FALSE,5,761,153,605,123,760401,251299,"其他金屬模具製造",269999,"其他未分類電子零組件製造",NA,NA,NA,NA
22418992,"1E42779D84",1.2e+08,2,FALSE,23,4,96,0,127,760508,281099,"其他發電、輸電、配電機械製造",241400,"鋼鐵伸線",242311,"基本鋁件製造","243311","基本銅件製造"
22422601,"CCB73356EF",6e+07,2,FALSE,2,1,3,1,1,760306,281099,"其他發電、輸電、配電機械製造",273099,"其他視聽電子產品製造",433112,"電路工程","433117","電纜裝修工程"
22425017,"BDCF6F4484",4e+08,2,FALSE,4,2,3,3,1,870715,269999,"其他未分類電子零組件製造",451099,"其他商品經紀",670012,"不動產投資開發、興建及租售",NA,NA
22425662,"8052BFCF1D",2.2e+08,3,FALSE,12,0,0,0,0,760402,620199,"其他電腦軟體設計",464112,"電腦套裝軟體批發",483112,"電腦套裝軟體零售","631200","資料處理、網站代管及相關服務"
22430118,"40FD394B53",1.15e+08,3,FALSE,4,239,328,425,472,760401,199099,"未分類其他化學製品製造",451099,"其他商品經紀",NA,NA,NA,NA
22434156,"A39449AD8D",0,1,FALSE,7,215,209,151,178,780612,269911,"電子連接器（線）製造",272915,"區域網路及寬頻網路設備製造",283100,"電線及電纜製造",NA,NA
22440312,"F1FC09FFBC",2e+06,3,FALSE,3,0,0,0,0,760427,474912,"家用瓦斯器具零售",NA,NA,NA,NA,NA,NA
22445251,"23C88612EA",5e+06,3,FALSE,58,0,0,0,0,760501,451099,"其他商品經紀",NA,NA,NA,NA,NA,NA
22446717,"512ED1A73F",9.6e+07,2,FALSE,6,240,37,202,33,760421,464211,"電子器材、電子設備批發",483111,"電腦及電腦週邊設備零售",NA,NA,NA,NA
22449566,"CB2FF2046C",0,3,FALSE,20,13,154,14,120,760513,464211,"電子器材、電子設備批發",760912,"農、林、漁、礦、食品、紡織等技術指導服務",NA,NA,NA,NA
22451350,"A2A24FABA4",1.2e+07,3,FALSE,1,0,0,0,0,760523,523200,"海洋貨運承攬",525913,"船舶理貨",451099,"其他商品經紀","771911","貨櫃出租"
22457501,"49BCA5340D",0,3,FALSE,4,9,43,2,17,880907,461211,"水泥及水泥製品批發",433212,"管道工程",432000,"庭園景觀工程","184200","合成橡膠製造"
22462949,"5885058AA3",2e+07,2,TRUE,17,33,16,32,15,910626,293312,"泵（幫浦）製造",451099,"其他商品經紀",251299,"其他金屬模具製造","433212","管道工程"
22467803,"DF357EA871",1.5e+07,2,FALSE,10,7,2,10,1,840303,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
22469817,"1D3B2C2FF3",1.05e+08,3,FALSE,14,4,1,9,1,760624,271100,"電腦製造",NA,NA,NA,NA,NA,NA
22470770,"B0EDC639EF",1e+08,2,FALSE,29,30,3,19,2,780531,271915,"掃瞄器製造",NA,NA,NA,NA,NA,NA
22473220,"650D37ED3B",2.5e+07,2,FALSE,2,6,0,6,0,760514,303099,"其他汽車零件製造",NA,NA,NA,NA,NA,NA
22479934,"244DAE5D93",318780000,2,FALSE,7,45,8,100,7,760427,272999,"未分類其他通訊傳播設備製造",303099,"其他汽車零件製造",NA,NA,NA,NA
22480876,"23FB6869D4",1341401970,2,FALSE,9,12138,649,15688,530,860801,277100,"照相機製造",273012,"錄放影機製造",464917,"商業用光學儀器批發","277999","未分類其他光學儀器及設備製造"
22483260,"1AB5E9FB62",1e+07,3,FALSE,0,7,0,5,0,760629,458299,"其他運動用品、器材批發",NA,NA,NA,NA,NA,NA
22485794,"3DA3B2AA0D",1948781660,2,FALSE,29,154,22,130,12,760506,281011,"電力變壓器製造",281099,"其他發電、輸電、配電機械製造",NA,NA,NA,NA
22488639,"26B3BB9FEA",8.5e+08,2,FALSE,31,0,6,0,3,760526,283100,"電線及電纜製造",272915,"區域網路及寬頻網路設備製造",NA,NA,NA,NA
22490277,"B171C8E273",1077465240,2,FALSE,2,57,0,31,0,760630,261111,"磊晶矽晶圓製造",464211,"電子器材、電子設備批發",NA,NA,NA,NA
22491655,"89AA51E9D2",2e+08,2,FALSE,22,351,52,379,33,760515,331199,"其他體育用品製造",312200,"機車零件製造",313200,"自行車零件製造","319099","其他未分類運輸工具及其零件製造"
22492367,"6A76DAC00B",300426920,1,FALSE,23,290,8,340,17,760520,259300,"金屬線製品製造",251199,"其他金屬手工具製造",322000,"金屬家具製造","456211","國產家具（辦公室家具除外）批發"
22493062,"94EFE0C53E",2e+07,2,FALSE,40,1,0,1,0,771014,285999,"未分類其他家用電器製造",451099,"其他商品經紀",451099,"其他商品經紀",NA,NA
22497145,"E13CFAD4DE",38500000,2,TRUE,14,0,0,2,0,760811,251211,"塑膠成型模具製造",259999,"其他未分類金屬製品製造",NA,NA,NA,NA
22502554,"B6B6C579CA",1e+07,1,FALSE,11,0,0,0,0,760710,313200,"自行車零件製造",NA,NA,NA,NA,NA,NA
22502800,"EBCB4D968B",3e+07,1,FALSE,8,24,0,25,0,760610,210200,"工業用橡膠製品製造",303099,"其他汽車零件製造",464299,"其他電子設備及其零組件批發","951199","其他汽車維修"
22503723,"5ABC0FFF3B",356046630,2,FALSE,26,413,28,400,30,760629,291211,"金屬用車床、銑床、鑽床製造",NA,NA,NA,NA,NA,NA
22507241,"231997991E",0,2,FALSE,4,0,0,7,0,760630,261199,"其他積體電路製造",NA,NA,NA,NA,NA,NA
22509655,"CE33D5908C",1.5e+07,1,FALSE,1,53,13,47,13,760716,322000,"金屬家具製造",NA,NA,NA,NA,NA,NA
22512119,"5231075DA0",1e+07,1,FALSE,5,0,0,0,0,760804,303099,"其他汽車零件製造",NA,NA,NA,NA,NA,NA
22514600,"04CE82210B",1.6e+07,2,FALSE,1,2,0,1,0,771007,277999,"未分類其他光學儀器及設備製造",NA,NA,NA,NA,NA,NA
22517536,"88B83FB8A3",7540000,2,FALSE,1,14,5,17,4,880611,339917,"保溫容器製造",285999,"未分類其他家用電器製造",NA,NA,NA,NA
22519274,"7F69A2F15C",1e+07,2,TRUE,4,0,0,1,0,760619,464112,"電腦套裝軟體批發",702099,"其他管理顧問服務",464111,"電腦及電腦週邊設備批發","620213","電腦設備管理及資訊技術顧問"
22520461,"A3A799D2A6",6e+08,2,FALSE,7,0,0,1,9,760829,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
22522067,"ACA499B386",1.6e+08,2,FALSE,4,47,7,47,8,760414,303099,"其他汽車零件製造",312200,"機車零件製造",NA,NA,NA,NA
22522361,"B90CE2D558",6.4e+08,3,FALSE,13,151,122,120,99,760701,433211,"冷凍、通風、空調系統裝修工程",433199,"其他機電、電信及電路設備安裝",451099,"其他商品經紀","382112","一般廢棄物處理"
22522622,"9B018D2054",8.98e+08,2,FALSE,17,6,20,8,22,760604,283100,"電線及電纜製造",269999,"其他未分類電子零組件製造",NA,NA,NA,NA
22522756,"624CB0C8F8",5.42e+08,2,FALSE,4,582,20,400,28,760623,184111,"聚酯粒製造",184199,"其他合成樹脂及塑膠製造",462199,"其他化學原料批發",NA,NA
22522849,"4E3CB9EDAD",2e+08,2,FALSE,4,3,198,3,156,761116,303011,"汽車電力系統製造",465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA
22532826,"1558CFDEAF",1333757220,2,FALSE,21,385,160,297,127,761021,331199,"其他體育用品製造",458213,"釣具批發",NA,NA,NA,NA
22533297,"A3C244582B",1221100000,2,FALSE,5,1390,1215,1069,754,821007,241311,"鋼板（捲）、鋼帶、鋼片製造",241212,"鑄鐵件鑄造",259999,"其他未分類金屬製品製造",NA,NA
22534628,"E86C8416CA",6.6e+07,2,FALSE,6,93,5,75,6,760924,465311,"汽車零件、汽車百貨批發",303099,"其他汽車零件製造",NA,NA,NA,NA
22539052,"02DDBF2687",5e+06,2,FALSE,10,0,0,0,0,761012,481014,"居家修繕用品零售",NA,NA,NA,NA,NA,NA
22540430,"F21EB3CFCA",336500450,2,FALSE,7,38,425,234,286,761024,319014,"航空器及其零件製造",291900,"其他金屬加工用機械設備製造",292999,"其他未分類專用機械設備製造","269999","其他未分類電子零組件製造"
22542107,"C15F52E092",2e+07,2,FALSE,2,1,4,13,1,780309,254999,"未分類其他金屬加工處理",259999,"其他未分類金屬製品製造",NA,NA,NA,NA
22543871,"3CB3F38D33",4.2e+08,2,FALSE,2,204,10,244,8,761224,121114,"梭織外衣、襯衫製造",455211,"服裝批發",NA,NA,NA,NA
22546808,"438FA594A7",365028700,2,FALSE,24,416,2,399,4,770129,461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發",259100,"螺絲、螺帽及鉚釘製造",464320,"金屬加工用機械批發","464999","未分類其他機械器具批發"
22554807,"E1F2BBE56A",0,2,FALSE,6,2437,312,2203,278,780301,263000,"印刷電路板製造",199099,"未分類其他化學製品製造",NA,NA,NA,NA
22556241,"B6921673AC",3.5e+07,1,FALSE,9,3,0,3,0,770429,220911,"塑膠日用品製造",220300,"工業用塑膠製品製造",NA,NA,NA,NA
22559063,"CFCE99EBB4",1.4e+08,2,FALSE,4,295,31,244,25,790913,251299,"其他金屬模具製造",NA,NA,NA,NA,NA,NA
22563242,"4276781A9F",5e+07,2,FALSE,4,7,3,13,3,770520,285912,"熱水器、排油煙機、瓦斯器具、烘碗機製造",269999,"其他未分類電子零組件製造",251299,"其他金屬模具製造","259999","其他未分類金屬製品製造"
22570840,"A0F2A46237",935158810,2,FALSE,5,129,1,112,4,760807,261111,"磊晶矽晶圓製造",453999,"未分類其他農產原料批發",NA,NA,NA,NA
22575850,"D5370B28B4",821042030,2,FALSE,4,19,4,16,5,760812,269911,"電子連接器（線）製造",292999,"其他未分類專用機械設備製造",281099,"其他發電、輸電、配電機械製造","271999","未分類其他電腦週邊設備製造"
22579547,"17B34DA713",617480000,1,FALSE,3,111,54,191,24,760901,261199,"其他積體電路製造",261111,"磊晶矽晶圓製造",NA,NA,NA,NA
22582493,"4C28B32790",35400000,1,TRUE,43,43,2,40,2,760815,259999,"其他未分類金屬製品製造",461313,"衛浴設備批發",NA,NA,NA,NA
22585098,"DC3C50C28B",2.1e+07,1,TRUE,8,3,0,3,0,780110,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
22589236,"20ED19BA3F",1.2e+08,2,FALSE,6,0,9,0,3,761001,456211,"國產家具（辦公室家具除外）批發",321100,"木製家具製造",321100,"木製家具製造",NA,NA
22589593,"4E041F2620",627532300,2,FALSE,6,2,0,9,0,780403,251211,"塑膠成型模具製造",NA,NA,NA,NA,NA,NA
22597117,"678B25011E",4.5e+07,2,FALSE,11,3,4,7,4,761021,303011,"汽車電力系統製造",NA,NA,NA,NA,NA,NA
22598538,"9982F97AD8",1e+07,2,FALSE,9,8,1,8,2,760922,259999,"其他未分類金屬製品製造",NA,NA,NA,NA,NA,NA
22601576,"1C89437C52",4.2e+08,2,FALSE,16,114,46,62,56,790911,464211,"電子器材、電子設備批發",277999,"未分類其他光學儀器及設備製造",269999,"其他未分類電子零組件製造",NA,NA
22601695,"4DA11D2A41",1e+08,2,TRUE,60,31,2,34,2,761013,475299,"其他化粧品零售",434011,"室內裝潢工程",NA,NA,NA,NA
22601800,"136042D204",937813230,2,FALSE,13,40,23,26,21,761019,269999,"其他未分類電子零組件製造",283100,"電線及電纜製造",NA,NA,NA,NA
22601999,"99FE9608E0",1.86e+08,2,FALSE,4,0,10,0,13,761028,269999,"其他未分類電子零組件製造",271999,"未分類其他電腦週邊設備製造",252100,"金屬結構製造","464211","電子器材、電子設備批發"
22609211,"F1B01DB960",3.63e+08,2,FALSE,6,55,0,43,0,760710,271913,"磁碟機製造",NA,NA,NA,NA,NA,NA
22610414,"2F79D26524",1.1e+07,3,TRUE,0,0,0,0,0,760717,464999,"未分類其他機械器具批發",NA,NA,NA,NA,NA,NA
22616509,"5FAEC0FB0B",2.56e+08,2,TRUE,17,62,2,62,0,760727,620199,"其他電腦軟體設計",271100,"電腦製造",NA,NA,NA,NA
22617253,"66277E8BAB",180003030,2,TRUE,23,63,9,46,9,760728,272112,"有線電話製造",272915,"區域網路及寬頻網路設備製造",269999,"其他未分類電子零組件製造","271999","未分類其他電腦週邊設備製造"
22619528,"E2AB2B08A5",5e+06,3,FALSE,6,7,0,7,0,760807,484311,"汽車零件、汽車百貨零售",NA,NA,NA,NA,NA,NA
22619999,"0F2FD7082B",234915000,3,FALSE,13,0,8,0,10,760806,620900,"其他電腦系統設計服務",620211,"系統整合",NA,NA,NA,NA
22620460,"951CDE0315",5e+06,3,FALSE,4,19,0,20,0,760813,465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA,NA,NA
22624439,"EE7911976A",2.9e+07,2,FALSE,112,0,0,0,0,781208,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22625269,"94D713CCA0",722405240,1,FALSE,4,121,112,79,172,760813,199099,"未分類其他化學製品製造",170099,"其他石油及煤製品製造",451099,"其他商品經紀",NA,NA
22626844,"16EC7B1CA6",6e+07,3,TRUE,3,55,3,47,2,760825,452000,"綜合商品批發",451099,"其他商品經紀",NA,NA,NA,NA
22634957,"27B395B324",5e+06,3,FALSE,14,25,0,22,0,760915,451099,"其他商品經紀",461915,"塑膠、橡膠建材製品批發",NA,NA,NA,NA
22636630,"15033CF346",0,2,FALSE,11,2946,1130,2656,938,760909,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22637482,"AFC467A4BE",1.2e+07,2,FALSE,9,1,0,1,0,760926,293999,"未分類其他通用機械設備製造",456199,"其他家庭電器批發",465311,"汽車零件、汽車百貨批發","465111","全新汽車批發"
22639622,"719855B7D1",8e+07,2,FALSE,7,43,26,31,18,760916,281099,"其他發電、輸電、配電機械製造",NA,NA,NA,NA,NA,NA
22643169,"55E5FDD3BB",3.6e+08,3,FALSE,1,0,0,0,0,761019,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
22643695,"EC0ADFF590",2.6e+07,2,TRUE,7,6,0,6,0,760925,293600,"事務機械設備製造",NA,NA,NA,NA,NA,NA
22645531,"AEEBBFD7EC",606940000,3,FALSE,11,1,12,1,8,761020,464211,"電子器材、電子設備批發",451099,"其他商品經紀",464213,"電話批發","620213","電腦設備管理及資訊技術顧問"
22649001,"B9DA4BED62",1855581020,2,FALSE,3,0,72,0,175,860613,241213,"鑄鋼件鑄造",252100,"金屬結構製造",431016,"鋼構工程",NA,NA
22657108,"36B43EBD94",1990978000,2,FALSE,3,33,18,8,24,760804,261199,"其他積體電路製造",NA,NA,NA,NA,NA,NA
22660048,"D0D70C6CE1",1.8e+08,3,FALSE,3,52,18,37,10,760911,462299,"其他化學製品批發",451099,"其他商品經紀",293700,"污染防治設備製造","462213","化學溶劑、工業添加劑批發"
22662019,"D87EEB3BF1",103278000,2,FALSE,6,61,57,53,53,760714,253912,"金屬罐製造",NA,NA,NA,NA,NA,NA
22662221,"42D3BF413A",102485000,2,FALSE,5,342,5,255,4,770325,199099,"未分類其他化學製品製造",NA,NA,NA,NA,NA,NA
